,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
117121,6cL9Z4CY8_jZt0WOqnRJOg,Shoeless Joe's,"720 Spadina Ave,, Unit # 111",Toronto,ON,M5S 2T9,43.6654057,-79.4033777,2.5,22,0,"{'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True'}","Chicken Wings, American (Traditional), Beer, Wine & Spirits, Nightlife, Bars, Sports Bars, Food, Burgers, Restaurants, Shopping, Lounges, Wigs, Diners","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
117537,2lHLb0Hi_UtGa1Bne-jZuA,H Bar,859 Queen Street W,Toronto,ON,M6J 1G5,43.6457619092,-79.4104793334,4.0,27,1,"{'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'GoodForDancing': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForKids': 'False', 'Smoking': ""u'outdoor'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'CoatCheck': 'False', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'""}","Sports Bars, Restaurants, Nightlife, Canadian (New), Bars","{'Monday': '16:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-1:0', 'Friday': '12:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
121706,H6DatYLpe0lYdYb37JpMyA,The Abbey Bar & Grill,989 College Street,Toronto,ON,M6H 1A6,43.6530612,-79.4279396,1.5,15,0,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'Smoking': ""u'outdoor'"", 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'CoatCheck': 'False'}","American (Traditional), Restaurants, Nightlife, Fish & Chips, Sports Bars, Burgers, Bars, Chicken Wings, Canadian (New)","{'Monday': '16:0-2:0', 'Tuesday': '16:0-2:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-2:0'}"
122270,8kToK23uEo5su6VftV8ZOg,The Right Wing Sport Pub,2497 Yonge Street,Toronto,ON,M4P,43.7120094,-79.3991297,3.0,53,1,"{'Caters': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'loud'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DriveThru': 'False', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}""}","Bars, Restaurants, Burgers, Chicken Wings, Sports Bars, Nightlife","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-1:0'}"
123833,YiqMMUXr3GwswdVnlgGUKg,Shoeless Joe's Sports Grill - Morningside,"245 Morningside Avenue, Unit D1",Toronto,ON,M1E 3E6,43.7688815,-79.185648,3.0,20,1,"{'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Sports Bars, American (New), Nightlife, Burgers, Bars, Restaurants, Canadian (New), Shopping, Wigs, Beer Bar, Chicken Wings","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:30', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '11:30-23:0'}"
125709,ueQaZy0ov0WUKkSPmD1J-Q,Adams Burger Bar,35 Sheppard Ave E,Toronto,ON,M2N 2Z8,43.7617019591,-79.4091007267,4.0,13,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'HappyHour': 'True'}","Bars, Restaurants, Nightlife, Sports Bars, Burgers","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-23:0'}"
125808,0cpLF0LFQHHRFNlL0iy_Aw,Union Social Eatery,21 Saint Clair Avenue W,Toronto,ON,M4V 1K6,43.6877945164,-79.3950692564,4.0,146,1,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""'free'"", 'GoodForDancing': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Music': '{}', 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Tapas Bars, Restaurants, Nightlife, Sports Bars, Bars, Canadian (New), American (Traditional)","{'Monday': '11:0-1:0', 'Tuesday': '17:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-23:0'}"
126770,aXIJx_kxbmxUioM7Kcokow,St. Louis Bar & Grill,"1963 Queen St East, Unit 11",Toronto,ON,M4L 1H9,43.6695907,-79.3015868,2.0,19,0,"{'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'GoodForKids': 'False'}","Chicken Wings, Canadian (New), American (Traditional), Sports Bars, Restaurants, Nightlife, American (New), Pubs, Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
127636,m02H7wS7LEN7ast4GcPtAA,Via Napoli,4923 Dundas Street West,Toronto,ON,M9A 1B6,43.6485057,-79.5285864,3.5,12,1,"{'WheelchairAccessible': 'False', 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True'}","Italian, Pizza, Restaurants, Sports Bars, Pubs, Wine Bars, Nightlife, Bars, Tapas Bars","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}"
130657,y5QXXEB5DQHZV2vDgEx3gA,Wing House & Sports Bar,420 Parliament Street,Toronto,ON,M5A 3A2,43.6628017,-79.3675763,3.5,8,1,"{'HappyHour': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'Smoking': ""u'outdoor'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True'}","Sports Bars, Nightlife, Chicken Wings, Bars, Restaurants, American (Traditional)","{'Monday': '11:30-1:30', 'Tuesday': '11:30-1:30', 'Wednesday': '11:30-1:30', 'Thursday': '11:30-1:30', 'Friday': '11:30-1:30', 'Saturday': '11:30-1:30', 'Sunday': '11:30-1:30'}"
132181,nfSbDfCZ05G9wb_LjBP4sg,The Bull Pub and Grill,3313 Bloor Street W,Toronto,ON,M8X 1E7,43.6451762,-79.5201429,4.5,5,1,"{'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'CoatCheck': 'False'}","Brewpubs, Restaurants, Sports Bars, Pubs, Burgers, Breweries, Nightlife, American (Traditional), Food, Bars","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
132288,T4iG8nhlu3uVnRzRn6660w,The Dock Ellis,1280 Dundas Street W,Toronto,ON,M6J 1X7,43.6494701,-79.4253287,4.0,51,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'very_loud'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'Ambience': ""{'touristy': None, 'hipster': True, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", 'GoodForDancing': 'False'}","Sandwiches, Bars, Nightlife, Restaurants, Sports Bars","{'Monday': '12:0-2:0', 'Tuesday': '12:0-2:0', 'Wednesday': '12:0-2:0', 'Thursday': '12:0-2:0', 'Friday': '12:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-2:0'}"
133189,Dv0OHpQSL4hOGl2KAEVvlA,Jack Astor's Bar & Grill,144 Front Street West,Toronto,ON,M5J 2L7,43.645397,-79.3839517,3.0,247,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'loud'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'False', 'DriveThru': 'False', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Bars, Nightlife, Burgers, Restaurants, Sports Bars, American (Traditional), Canadian (New)","{'Monday': '0:0-0:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}"
135757,R9mqW9qeJW4ZrTyDQZ6xvg,Gabby's Bistro,383 Eglinton Ave. E.,Toronto,ON,M4P 1M5,43.7092824,-79.3849854,3.0,10,1,"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'False', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Nightlife, Canadian (New), Pubs, Restaurants, Sports Bars, Seafood, Dive Bars, Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
136054,wDRdIF_5IL6iCao-G8hVHQ,The Groove Bar & Grill,1952 Danforth Avenue,Toronto,ON,M4C 1J4,43.6852919679,-79.3155437708,3.5,14,1,"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True'}","Nightlife, Restaurants, American (Traditional), Bars, Sports Bars, Pubs","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
139177,vqgfQqPiLw6ghdVgpZ_vJQ,Jack Astor's Bar & Grill,10 Dundas Street East,Toronto,ON,M5B 2G9,43.6565863725,-79.380073756,3.0,227,1,"{'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Sports Bars, Bars, Burgers, Nightlife, Pubs, American (New), Restaurants, Canadian (New)","{'Monday': '0:0-0:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
140678,HWJCPFVFBoQ4-kBT7blJUQ,Boston Pizza,"16A Leslie Street, Unit 1",Toronto,ON,M4M 3L4,43.6575079233,-79.3274326404,2.0,40,0,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True'}","Bars, Nightlife, Restaurants, Pizza, Sports Bars","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
144217,0W_ICY9MEOIyuZFdChwpnw,Dog & Bear Pub,1100 Queen Street W,Toronto,ON,M6J 1H9,43.6435202,-79.4227982,3.0,85,1,"{'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'loud'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'True', 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}""}","Bars, Restaurants, British, Burgers, Nightlife, Sports Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-2:0'}"
145725,28TtvOd1npZQ-tH7Hm432w,Casey's Bar and Grill,123 Front Street W,Toronto,ON,M5J 2M2,43.6449099,-79.3833287,2.5,39,0,"{'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'WiFi': ""'free'""}","American (Traditional), Restaurants, Bars, Sports Bars, Nightlife",
150306,XglPmSHg5FovDUJJsty5ig,Peppery Cat,1953 Queen Street E,Toronto,ON,M4L 1H7,43.6693859076,-79.3023147807,3.0,12,0,"{'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'GoodForDancing': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'dressy'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': True}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'WiFi': ""'free'"", 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True'}","Sports Bars, Lounges, Restaurants, Canadian (New), Nightlife, Bars","{'Monday': '17:0-1:0', 'Tuesday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-1:0'}"
